date eq,A,date pa,B,c
2016-09-23 22:07:12,0.2594155282725228,2016-09-08 22:07:12,0.15250403505300114,1.0
2016-09-28 22:07:12,-0.041904432532134495,2016-09-13 22:07:12,-0.8143110030992946,1.0
2016-10-03 22:07:12,-0.1911925759409765,2016-09-18 22:07:12,0.11587144368680602,-1.0
2016-10-08 22:07:12,-0.15718485215286182,2016-09-23 22:07:12,0.4768094570382151,-1.0
2016-10-13 22:07:12,0.04351835840682461,2016-09-28 22:07:12,-0.17630576840499912,-1.0
2016-10-18 22:07:12,-0.22001268084615833,2016-10-03 22:07:12,1.2608439850638127,-1.0
2016-10-23 22:07:12,-0.09699694506888012,2016-10-08 22:07:12,0.8015488212232362,-1.0
2016-10-28 22:07:12,-0.06277018848348614,2016-10-13 22:07:12,1.080504540513223,-1.0
2016-11-02 22:07:12,-0.16841316502392067,2016-10-18 22:07:12,-0.05843405183154504,1.0
2016-11-07 22:07:12,-0.15879877802755205,2016-10-23 22:07:12,1.6996533532045461,-1.0
2016-11-12 22:07:12,1.1971295175514438,2016-10-28 22:07:12,-0.461576761880819,-1.0
2016-11-17 22:07:12,0.7999884719580379,2016-11-02 22:07:12,0.9285337922432013,1.0
2016-11-22 22:07:12,0.12859530808692132,2016-11-07 22:07:12,0.4700943118041343,1.0
2016-11-27 22:07:12,-0.14588737103003058,2016-11-12 22:07:12,-0.9667467503275448,1.0
2016-12-02 22:07:12,-0.06294310911291723,2016-11-17 22:07:12,-0.03801376583163063,1.0
2016-12-07 22:07:12,1.1198916364055567,2016-11-22 22:07:12,1.3661559267479837,1.0
2017-01-16 22:07:12,-0.165139201106692,2017-01-01 22:07:12,-0.9165121243908649,1.0
2017-01-21 22:07:12,-0.01942475070609262,2017-01-06 22:07:12,-0.9574654246448716,1.0
2017-01-26 22:07:12,-0.055392241627759575,2017-01-11 22:07:12,-0.752393841405928,1.0
2017-01-31 22:07:12,-0.24364516686840743,2017-01-16 22:07:12,-0.8202494511443241,1.0
2017-02-05 22:07:12,-0.1530347570465156,2017-01-21 22:07:12,0.6472250286414611,-1.0
2017-02-10 22:07:12,-0.18784944377197532,2017-01-26 22:07:12,-0.31808601661936764,1.0
2017-02-15 22:07:12,-0.225822813995043,2017-01-31 22:07:12,0.2545712159063436,-1.0
2017-02-20 22:07:12,-0.1542452014525334,2017-02-05 22:07:12,-0.0683911302888156,1.0
2017-02-25 22:07:12,-0.047437892673929394,2017-02-10 22:07:12,-0.9331959544858375,1.0
2017-03-02 22:07:12,-0.22838203931062306,2017-02-15 22:07:12,-0.8277142179347231,1.0
2017-03-07 22:07:12,-0.2978269640901493,2017-02-20 22:07:12,-0.020191701219024027,1.0
2017-03-12 22:07:12,-0.1721713067035564,2017-02-25 22:07:12,0.35333369927703706,-1.0
2017-03-17 22:07:12,-0.13620381578188956,2017-03-02 22:07:12,0.6053842699791048,-1.0
2017-03-22 22:07:12,-0.15419908928468495,2017-03-07 22:07:12,-0.8920547495415926,1.0
2017-03-27 22:07:12,-0.02588045420485341,2017-03-12 22:07:12,-0.07915380474693323,1.0
2017-04-01 22:07:12,-0.05746728918093269,2017-03-17 22:07:12,0.06446077542041828,-1.0
2017-04-06 22:07:12,-0.061386823448037364,2017-03-22 22:07:12,0.3915413553561804,-1.0
2017-04-11 22:07:12,-0.1943051472707361,2017-03-27 22:07:12,0.8882066724646362,-1.0
2017-04-16 22:07:12,-0.08824716121966691,2017-04-01 22:07:12,-0.26500131457690557,1.0
2017-04-21 22:07:12,-0.07856360597152579,2017-04-06 22:07:12,-0.21725340855360398,1.0
2017-04-26 22:07:12,0.29563663611735547,2017-04-11 22:07:12,0.6748217122989459,1.0
2017-05-01 22:07:12,-0.14392760389647818,2017-04-16 22:07:12,-0.7337857127551582,1.0
2017-05-06 22:07:12,0.10415585912732706,2017-04-21 22:07:12,0.17976284279260835,1.0
2017-05-11 22:07:12,-0.11556862066977924,2017-04-26 22:07:12,-0.1519913761015903,1.0
2017-05-16 22:07:12,-0.21291140699752154,2017-05-01 22:07:12,-0.06891384319391847,1.0
2017-05-21 22:07:12,-0.2544815263127558,2017-05-06 22:07:12,-0.45855066298635816,1.0
2017-05-26 22:07:12,-0.026226295463715465,2017-05-11 22:07:12,0.05233797560744824,-1.0
2017-05-31 22:07:12,-0.3832497550291083,2017-05-16 22:07:12,-0.7325982963194477,1.0
2017-06-05 22:07:12,-0.23548331315925997,2017-05-21 22:07:12,-0.6791203441598018,1.0
2017-06-10 22:07:12,-0.11326301227736468,2017-05-26 22:07:12,-0.38660352128801456,1.0
2017-06-15 22:07:12,-0.03756988875439515,2017-05-31 22:07:12,0.26264243917233143,-1.0
2017-06-20 22:07:12,-0.18120929160182153,2017-06-05 22:07:12,-0.806248869475495,1.0
2017-06-25 22:07:12,-0.20767767594674058,2017-06-10 22:07:12,-0.6771078964783491,1.0
2017-06-30 22:07:12,-0.12167848290967787,2017-06-15 22:07:12,-0.814025436633243,1.0
2017-07-05 22:07:12,-0.0278402213384058,2017-06-20 22:07:12,-0.5789737706367233,1.0
2017-07-10 22:07:12,-0.06622860107210793,2017-06-25 22:07:12,-0.22774884066503653,1.0
2017-07-15 22:07:12,0.41489423021499783,2017-06-30 22:07:12,0.6363571107626613,1.0
2017-07-20 22:07:12,0.09939477779699102,2017-07-05 22:07:12,1.2228968370980935,1.0
2017-07-25 22:07:12,-0.1953772551732088,2017-07-10 22:07:12,-0.7138886337599398,1.0
2017-07-30 22:07:12,-0.2777681710761427,2017-07-15 22:07:12,-0.9091106846428215,1.0
2017-08-04 22:07:12,-0.14484984725344408,2017-07-20 22:07:12,1.0542329129343901,-1.0
2017-08-09 22:07:12,-0.029454147213095916,2017-07-25 22:07:12,-0.49482517752956545,1.0
2017-08-14 22:07:12,-0.13342555766902997,2017-07-30 22:07:12,-0.008196858945374474,1.0
2017-08-19 22:07:12,-0.2936538128998789,2017-08-04 22:07:12,-0.7496558033809833,1.0
2017-08-24 22:07:12,-0.2762925817049975,2017-08-09 22:07:12,0.31331737752441735,-1.0
2017-08-29 22:07:12,-0.12396103521816826,2017-08-14 22:07:12,-0.8488482008300366,1.0
2017-09-03 22:07:12,0.35431436970430563,2017-08-19 22:07:12,1.8755725469313256,1.0
2017-09-08 22:07:12,0.5086748515764596,2017-08-24 22:07:12,0.7561524901624193,1.0
2017-09-13 22:07:12,0.15755374949564804,2017-08-29 22:07:12,-0.4204311564508657,-1.0
2017-09-18 22:07:12,0.17689780390800625,2017-09-03 22:07:12,0.6997266277707863,1.0
2017-09-23 22:07:12,-0.009856475877572324,2017-09-08 22:07:12,1.4137422182607384,-1.0
2017-09-28 22:07:12,-0.12006455703498775,2017-09-13 22:07:12,0.9224719264067316,-1.0
2017-10-03 22:07:12,-0.16006686264338,2017-09-18 22:07:12,0.3177065457515431,-1.0
2017-10-08 22:07:12,-0.09033373681480206,2017-09-23 22:07:12,0.5116340534513912,-1.0
2017-10-13 22:07:12,-0.1711337829269699,2017-09-28 22:07:12,-0.6615707450770509,1.0
2017-10-18 22:07:12,-0.1826618248890426,2017-10-03 22:07:12,-0.5621656005009121,1.0
2017-10-23 22:07:12,-0.30908986108709435,2017-10-08 22:07:12,-0.4708889034845236,1.0
2017-10-28 22:07:12,0.48112283128710565,2017-10-13 22:07:12,-0.4884170578866909,-1.0
2017-11-02 22:07:12,0.10819067381405256,2017-10-18 22:07:12,0.247455800221279,1.0
2017-11-07 22:07:12,0.016888581474436615,2017-10-23 22:07:12,-0.8266688360623496,-1.0
2017-11-12 22:07:12,0.3648971122254885,2017-10-28 22:07:12,0.5404027810607386,1.0
2017-11-17 22:07:12,0.5430284166234365,2017-11-02 22:07:12,1.1002576534680446,1.0
2017-11-22 22:07:12,-0.1681019078909448,2017-11-07 22:07:12,-0.5891273136846902,1.0
2017-11-27 22:07:12,-0.07475935212404172,2017-11-12 22:07:12,-0.7982133448060653,1.0
2017-12-02 22:07:12,-0.15176667243068775,2017-11-17 22:07:12,2.4078804255872344,-1.0
2017-12-07 22:07:12,-0.12110208081157425,2017-11-22 22:07:12,-0.32084866121710187,1.0
2017-12-12 22:07:12,-0.12253155801487126,2017-11-27 22:07:12,2.3352624657692873,-1.0
2017-12-17 22:07:12,-0.20295117874229074,2017-12-02 22:07:12,-0.7325385325320779,1.0
2017-12-22 22:07:12,-0.17505331719407458,2017-12-07 22:07:12,-0.5064471901480843,1.0
2017-12-27 22:07:12,-0.21125136895498298,2017-12-12 22:07:12,-0.8560394738139351,1.0
2018-01-16 22:07:12,-0.10920514150671512,2018-01-01 22:07:12,-0.8514884118191698,1.0
2018-01-21 22:07:12,0.40826560608680595,2018-01-06 22:07:12,-0.6880078722581979,-1.0
2018-01-26 22:07:12,0.060118738832209306,2018-01-11 22:07:12,0.15152554945031382,1.0
2018-01-31 22:07:12,-0.19646089111764375,2018-01-16 22:07:12,0.7819710248612404,-1.0
2018-02-05 22:07:12,-0.04801429477203312,2018-01-21 22:07:12,1.209944856171116,-1.0
2018-02-10 22:07:12,-0.17228658712317713,2018-01-26 22:07:12,1.2329103486683377,-1.0
2018-02-15 22:07:12,-0.047092051415067226,2018-01-31 22:07:12,-0.013340834540114144,1.0
2018-02-20 22:07:12,-0.004438296155398036,2018-02-05 22:07:12,0.96825665398904,-1.0
2018-02-25 22:07:12,0.5758833362153437,2018-02-10 22:07:12,0.5231477229330372,1.0
2018-03-02 22:07:12,0.13931638711164895,2018-02-15 22:07:12,-0.37598261493809704,-1.0
2018-03-07 22:07:12,-0.16640728572252006,2018-02-20 22:07:12,0.43856973028850144,-1.0
2018-03-12 22:07:12,-0.18531327454031932,2018-02-25 22:07:12,-0.35387656309967386,1.0
2018-03-17 22:07:12,-0.17825811285953075,2018-03-02 22:07:12,-0.32306109873691713,1.0
2018-03-22 22:07:12,-0.14927661536687997,2018-03-07 22:07:12,-0.5638118370311824,1.0
2018-03-27 22:07:12,-0.003619805176090951,2018-03-12 22:07:12,-0.6761835280951405,1.0
2018-04-01 22:07:12,-0.021165485042365595,2018-03-17 22:07:12,-0.6947456196181132,1.0
2018-04-06 22:07:12,-0.11137241339558479,2018-03-22 22:07:12,-0.34670585448624514,1.0
2018-04-11 22:07:12,-0.08375122485445852,2018-03-27 22:07:12,-0.4570231114677731,1.0
2018-04-16 22:07:12,-0.2390339500835783,2018-04-01 22:07:12,-0.05253303968580281,1.0
2018-04-21 22:07:12,-0.02830134301688869,2018-04-06 22:07:12,-0.7690465483652328,1.0
2018-04-26 22:07:12,-0.195089054124157,2018-04-11 22:07:12,-0.7886371436720041,1.0
2018-05-01 22:07:12,0.02223759294483818,2018-04-16 22:07:12,-0.7780253735343372,-1.0
2018-05-06 22:07:12,-0.16761773012853776,2018-04-21 22:07:12,-0.3499086264985738,1.0
2018-05-11 22:07:12,-0.06588275981324587,2018-04-26 22:07:12,-0.9082019901532767,1.0
2018-05-16 22:07:12,-0.1454262493515477,2018-05-01 22:07:12,0.027315610088727516,-1.0
2018-05-21 22:07:12,-0.0496166926047612,2018-05-06 22:07:12,-0.13294532235688716,1.0
2018-05-26 22:07:12,-0.198086345034296,2018-05-11 22:07:12,-0.008048649615443604,1.0
2018-05-31 22:07:12,-0.038676580782754155,2018-05-16 22:07:12,-0.019814663527802368,1.0
2018-06-05 22:07:12,-0.12859530808692154,2018-05-21 22:07:12,-0.06626786038654853,1.0
2018-06-10 22:07:12,-0.06264338002190328,2018-05-26 22:07:12,-0.11221042251584923,1.0
2018-06-15 22:07:12,-0.1272234710934348,2018-05-31 22:07:12,-0.5798061073057185,1.0
2018-06-20 22:07:12,-0.15854516110438654,2018-06-05 22:07:12,-0.19815992884327138,1.0
2018-06-25 22:07:12,0.013568505389359498,2018-06-10 22:07:12,0.7697844508789784,1.0
2018-06-30 22:07:12,-0.09789613234192185,2018-06-15 22:07:12,1.9040687978264166,-1.0
2018-07-05 22:07:12,0.18773416335235438,2018-06-20 22:07:12,-0.7704708822576912,-1.0
2018-07-10 22:07:12,-0.14662516571560325,2018-06-25 22:07:12,-0.5787680006960447,1.0
2018-07-15 22:07:12,-0.20325090783330457,2018-06-30 22:07:12,-0.7248440673157024,1.0
2018-07-20 22:07:12,-0.09248948066170959,2018-07-05 22:07:12,-0.3948059268679269,1.0
2018-07-25 22:07:12,-0.07903625569197081,2018-07-10 22:07:12,-0.417414357118143,1.0
2018-07-30 22:07:12,-0.2668050031702116,2018-07-15 22:07:12,-0.04220709834803782,1.0
2018-08-04 22:07:12,0.16226871865813597,2018-07-20 22:07:12,0.8360685851294367,1.0
2018-08-09 22:07:12,0.12110208081157414,2018-07-25 22:07:12,0.5177481183561496,1.0
2018-08-14 22:07:12,1.0535016427459793,2018-07-30 22:07:12,-0.6002398703851486,-1.0
2018-08-19 22:07:12,0.6311026572136722,2018-08-04 22:07:12,0.09725881432796712,1.0
2018-08-24 22:07:12,0.25976136953138496,2018-08-09 22:07:12,-0.30177582896530386,-1.0
2018-08-29 22:07:12,-0.06426883393855554,2018-08-14 22:07:12,0.775121213146543,-1.0
2018-09-03 22:07:12,0.36134647530117014,2018-08-19 22:07:12,0.14289374332298133,1.0
2018-09-08 22:07:12,0.18888696754856182,2018-08-24 22:07:12,-0.7143285299250698,-1.0
2018-09-13 22:07:12,0.3019770591964954,2018-08-29 22:07:12,-0.417378678087891,-1.0
2018-09-18 22:07:12,0.010317597556054992,2018-09-03 22:07:12,0.5835920974759352,1.0
2018-09-23 22:07:12,0.43777739350971245,2018-09-08 22:07:12,1.5318529365657252,1.0
2018-09-28 22:07:12,0.26682805925413566,2018-09-13 22:07:12,0.23936185053570447,1.0
2018-10-03 22:07:12,0.03119488154936878,2018-09-18 22:07:12,0.5448994005733763,1.0
2018-10-08 22:07:12,0.03717793532768465,2018-09-23 22:07:12,-0.3631432932094202,-1.0
2018-10-13 22:07:12,0.30601187388322093,2018-09-28 22:07:12,-0.18068614133722571,-1.0
2018-10-18 22:07:12,0.04812957519165373,2018-10-03 22:07:12,-0.884863221296682,-1.0
2018-10-23 22:07:12,0.3392126347339903,2018-10-08 22:07:12,0.6417263265769455,1.0
2018-10-28 22:07:12,0.34521874459623025,2018-10-13 22:07:12,1.0983578821174267,1.0
2018-11-02 22:07:12,-0.017234422733298782,2018-10-18 22:07:12,-0.8346038759203053,1.0
2018-11-07 22:07:12,-0.024381808749783906,2018-10-23 22:07:12,0.008048649615443715,-1.0
